symbol1,symbol2,company_name1,company_name2,sector1,sector2,subsector1,subsector2,segment1,segment2,correlation_group,same_subsector,correlation,n_obs,classification_version
GGBR3,TRPL4,GERDAU,ISA CTEEP,Basic Materials,Utilities,Steel and Metallurgy,Electric Utility,Steel,Transmission,Between-sector,False,0.2220758822112101,5404,initial macro-sector classification
CCRO3,CGAS5,CCR,COMGAS,Industrials,Utilities,Transportation,Gas Utility,Infrastructure,Distribution,Between-sector,False,0.2219105004509965,5606,initial macro-sector classification
FESA4,LREN3,FERBASA,LOJAS RENNER,Basic Materials,Consumer Cyclical,Steel and Metallurgy,Retail,Metallurgy,Apparel,Between-sector,False,0.2215796931987269,5072,initial macro-sector classification
COCE5,CYRE3,COELCE,CYRELA,Utilities,Real Estate,Electric Utility,Real Estate,Distribution,Construction,Between-sector,False,0.2215102853882192,5057,initial macro-sector classification
BBDC3,EMBR3,BRADESCO,EMBRAER,Financials,Industrials,Banks,Aerospace and Defense,Banks,Aerospace,Between-sector,False,0.2204579851215203,6692,initial macro-sector classification
ETER3,GUAR3,ETERNIT,GUARARAPES,Industrials,Consumer Cyclical,Construction Materials,Retail,Construction Materials,Apparel,Between-sector,False,0.2203097385020455,5815,initial macro-sector classification
LREN3,UNIP6,LOJAS RENNER,UNIPAR,Consumer Cyclical,Basic Materials,Retail,Chemicals,Apparel,Chemicals,Between-sector,False,0.2202015538832329,5092,initial macro-sector classification
PSSA3,USIM3,PORTO SEGURO,USIMINAS,Financials,Basic Materials,Insurance,Steel and Metallurgy,Insurance,Steel,Between-sector,False,0.2200809342959137,5215,initial macro-sector classification
BBDC3,ETER3,BRADESCO,ETERNIT,Financials,Industrials,Banks,Construction Materials,Banks,Construction Materials,Between-sector,False,0.2199044295409533,6703,initial macro-sector classification
BRKM3,RENT3,BRASKEM,LOCALIZA,Basic Materials,Industrials,Chemicals,Transportation,Petrochemicals,Rent a Car,Between-sector,False,0.2196979997464696,4808,initial macro-sector classification
CSNA3,SAPR4,CSN,SANEPAR,Basic Materials,Utilities,Steel and Metallurgy,Water and Sanitation,Steel,Water and Sanitation,Between-sector,False,0.2195039337664707,5778,initial macro-sector classification
ALPA4,CMIG3,ALPARGATAS,CEMIG,Consumer Cyclical,Utilities,Apparel and Footwear,Electric Utility,Footwear,Generation and Distribution,Between-sector,False,0.218726299137977,6278,initial macro-sector classification
EMBR3,GOAU4,EMBRAER,METALURGICA GERDAU,Industrials,Basic Materials,Aerospace and Defense,Steel and Metallurgy,Aerospace,Holdings,Between-sector,False,0.2186061108254234,6692,initial macro-sector classification
ETER3,SBSP3,ETERNIT,SABESP,Industrials,Utilities,Construction Materials,Water and Sanitation,Construction Materials,Water and Sanitation,Between-sector,False,0.2184710431076587,6704,initial macro-sector classification
CGAS5,UNIP6,COMGAS,UNIPAR,Utilities,Basic Materials,Gas Utility,Chemicals,Distribution,Chemicals,Between-sector,False,0.2180839333785858,6014,initial macro-sector classification
GRND3,TRPL4,GRENDENE,ISA CTEEP,Consumer Cyclical,Utilities,Apparel and Footwear,Electric Utility,Footwear,Transmission,Between-sector,False,0.2178788972922365,4965,initial macro-sector classification
ALPA4,BRAP4,ALPARGATAS,BRADESPAR,Consumer Cyclical,Basic Materials,Apparel and Footwear,Mining,Footwear,Holdings,Between-sector,False,0.2175640856889273,5894,initial macro-sector classification
GRND3,UNIP6,GRENDENE,UNIPAR,Consumer Cyclical,Basic Materials,Apparel and Footwear,Chemicals,Footwear,Chemicals,Between-sector,False,0.2171629722438492,5243,initial macro-sector classification
ETER3,PETR3,ETERNIT,PETROBRAS,Industrials,Oil Gas and Biofuels,Construction Materials,Oil Gas and Biofuels,Construction Materials,Exploration Refining and Distribution,Between-sector,False,0.2169024387120143,6704,initial macro-sector classification
BRAP3,CGAS5,BRADESPAR,COMGAS,Basic Materials,Utilities,Mining,Gas Utility,Holdings,Distribution,Between-sector,False,0.2165779586599438,5934,initial macro-sector classification
CSNA3,ETER3,CSN,ETERNIT,Basic Materials,Industrials,Steel and Metallurgy,Construction Materials,Steel,Construction Materials,Between-sector,False,0.2160429299589677,6700,initial macro-sector classification
FESA4,POMO4,FERBASA,MARCOPOLO,Basic Materials,Industrials,Steel and Metallurgy,Transportation Equipment,Metallurgy,Commercial Vehicles,Between-sector,False,0.2159325837681198,6339,initial macro-sector classification
ALPA4,ETER3,ALPARGATAS,ETERNIT,Consumer Cyclical,Industrials,Apparel and Footwear,Construction Materials,Footwear,Construction Materials,Between-sector,False,0.2155133826225929,6186,initial macro-sector classification
CGAS5,RENT3,COMGAS,LOCALIZA,Utilities,Industrials,Gas Utility,Transportation,Distribution,Rent a Car,Between-sector,False,0.2153219035905674,5030,initial macro-sector classification
GUAR3,USIM3,GUARARAPES,USIMINAS,Consumer Cyclical,Basic Materials,Retail,Steel and Metallurgy,Apparel,Steel,Between-sector,False,0.2153001055384196,5557,initial macro-sector classification
FESA4,SBSP3,FERBASA,SABESP,Basic Materials,Utilities,Steel and Metallurgy,Water and Sanitation,Metallurgy,Water and Sanitation,Between-sector,False,0.2149815174995085,6431,initial macro-sector classification
GRND3,ITSA3,GRENDENE,ITAUSA,Consumer Cyclical,Financials,Apparel and Footwear,Financial Services,Footwear,Holdings,Between-sector,False,0.2147637934084355,4971,initial macro-sector classification
GRND3,ROMI3,GRENDENE,INDS ROMI,Consumer Cyclical,Industrials,Apparel and Footwear,Machinery and Equipment,Footwear,Industrial Machinery,Between-sector,False,0.2140744533697838,4909,initial macro-sector classification
BRKM5,ETER3,BRASKEM,ETERNIT,Basic Materials,Industrials,Chemicals,Construction Materials,Petrochemicals,Construction Materials,Between-sector,False,0.2139077336315011,5771,initial macro-sector classification
CPFE3,ETER3,CPFL ENERGIA,ETERNIT,Utilities,Industrials,Electric Utility,Construction Materials,Generation and Distribution,Construction Materials,Between-sector,False,0.2135182612270251,5262,initial macro-sector classification
ROMI3,USIM5,INDS ROMI,USIMINAS,Industrials,Basic Materials,Machinery and Equipment,Steel and Metallurgy,Industrial Machinery,Steel,Between-sector,False,0.2134118355803703,5305,initial macro-sector classification
ETER3,LREN3,ETERNIT,LOJAS RENNER,Industrials,Consumer Cyclical,Construction Materials,Retail,Construction Materials,Apparel,Between-sector,False,0.2133960866990134,5091,initial macro-sector classification
BBDC3,COCE5,BRADESCO,COELCE,Financials,Utilities,Banks,Electric Utility,Banks,Distribution,Between-sector,False,0.212986567205005,6724,initial macro-sector classification
EMBR3,GUAR3,EMBRAER,GUARARAPES,Industrials,Consumer Cyclical,Aerospace and Defense,Retail,Aerospace,Apparel,Between-sector,False,0.2126588991970469,5788,initial macro-sector classification
GUAR3,SHUL4,GUARARAPES,SCHULZ,Consumer Cyclical,Industrials,Retail,Machinery and Equipment,Apparel,Industrial Machinery,Between-sector,False,0.212397475844379,4798,initial macro-sector classification
GUAR3,UNIP6,GUARARAPES,UNIPAR,Consumer Cyclical,Basic Materials,Retail,Chemicals,Apparel,Chemicals,Between-sector,False,0.2123162808640428,5870,initial macro-sector classification
CPFE3,FESA4,CPFL ENERGIA,FERBASA,Utilities,Basic Materials,Electric Utility,Steel and Metallurgy,Generation and Distribution,Metallurgy,Between-sector,False,0.2121791227273806,5253,initial macro-sector classification
ITSA4,ROMI3,ITAUSA,INDS ROMI,Financials,Industrials,Financial Services,Machinery and Equipment,Holdings,Industrial Machinery,Between-sector,False,0.2120355502921357,5312,initial macro-sector classification
ALPA4,SAPR4,ALPARGATAS,SANEPAR,Consumer Cyclical,Utilities,Apparel and Footwear,Water and Sanitation,Footwear,Water and Sanitation,Between-sector,False,0.2110774603019652,5599,initial macro-sector classification
ETER3,GGBR3,ETERNIT,GERDAU,Industrials,Basic Materials,Construction Materials,Steel and Metallurgy,Construction Materials,Steel,Between-sector,False,0.2107378752937897,5673,initial macro-sector classification
GRND3,SAPR4,GRENDENE,SANEPAR,Consumer Cyclical,Utilities,Apparel and Footwear,Water and Sanitation,Footwear,Water and Sanitation,Between-sector,False,0.2106902467627359,5184,initial macro-sector classification
BRKM5,PSSA3,BRASKEM,PORTO SEGURO,Basic Materials,Financials,Chemicals,Insurance,Petrochemicals,Insurance,Between-sector,False,0.2105507895083452,5229,initial macro-sector classification
BRKM3,ELET3,BRASKEM,ELETROBRAS,Basic Materials,Utilities,Chemicals,Electric Utility,Petrochemicals,Generation and Transmission,Between-sector,False,0.2100961553131663,5014,initial macro-sector classification
CPLE6,ETER3,COPEL,ETERNIT,Utilities,Industrials,Electric Utility,Construction Materials,Generation and Distribution,Construction Materials,Between-sector,False,0.2096829098512677,6670,initial macro-sector classification
CSNA3,ROMI3,CSN,INDS ROMI,Basic Materials,Industrials,Steel and Metallurgy,Machinery and Equipment,Steel,Industrial Machinery,Between-sector,False,0.2094242843769252,5312,initial macro-sector classification
ELET3,ETER3,ELETROBRAS,ETERNIT,Utilities,Industrials,Electric Utility,Construction Materials,Generation and Transmission,Construction Materials,Between-sector,False,0.2082618216766815,6670,initial macro-sector classification
EMBR3,TRPL4,EMBRAER,ISA CTEEP,Industrials,Utilities,Aerospace and Defense,Electric Utility,Aerospace,Transmission,Between-sector,False,0.2078054559310833,6273,initial macro-sector classification
BRKM3,CPFE3,BRASKEM,CPFL ENERGIA,Basic Materials,Utilities,Chemicals,Electric Utility,Petrochemicals,Generation and Distribution,Between-sector,False,0.207713661703701,4925,initial macro-sector classification
BRKM3,PETR3,BRASKEM,PETROBRAS,Basic Materials,Oil Gas and Biofuels,Chemicals,Oil Gas and Biofuels,Petrochemicals,Exploration Refining and Distribution,Between-sector,False,0.2074814432907802,5048,initial macro-sector classification
CGAS5,GOAU3,COMGAS,METALURGICA GERDAU,Utilities,Basic Materials,Gas Utility,Steel and Metallurgy,Distribution,Holdings,Between-sector,False,0.2073430691628534,5346,initial macro-sector classification
CGAS5,RAPT4,COMGAS,RANDON,Utilities,Industrials,Gas Utility,Transportation Equipment,Distribution,Auto Parts,Between-sector,False,0.2073276065538505,5943,initial macro-sector classification
BRKM3,PETR4,BRASKEM,PETROBRAS,Basic Materials,Oil Gas and Biofuels,Chemicals,Oil Gas and Biofuels,Petrochemicals,Exploration Refining and Distribution,Between-sector,False,0.2070092713842328,5048,initial macro-sector classification
ELET6,ETER3,ELETROBRAS,ETERNIT,Utilities,Industrials,Electric Utility,Construction Materials,Generation and Transmission,Construction Materials,Between-sector,False,0.2067469336464576,6670,initial macro-sector classification
PETR4,ROMI3,PETROBRAS,INDS ROMI,Oil Gas and Biofuels,Industrials,Oil Gas and Biofuels,Machinery and Equipment,Exploration Refining and Distribution,Industrial Machinery,Between-sector,False,0.2066047082797272,5312,initial macro-sector classification
CMIG3,FESA4,CEMIG,FERBASA,Utilities,Basic Materials,Electric Utility,Steel and Metallurgy,Generation and Distribution,Metallurgy,Between-sector,False,0.2065804130634556,6430,initial macro-sector classification
BRKM3,CMIG4,BRASKEM,CEMIG,Basic Materials,Utilities,Chemicals,Electric Utility,Petrochemicals,Generation and Distribution,Between-sector,False,0.2063138285529123,5048,initial macro-sector classification
BAZA3,PETR4,BANCO DA AMAZONIA,PETROBRAS,Financials,Oil Gas and Biofuels,Banks,Oil Gas and Biofuels,Banks,Exploration Refining and Distribution,Between-sector,False,0.2062432003092179,5897,initial macro-sector classification
ALPA4,USIM3,ALPARGATAS,USIMINAS,Consumer Cyclical,Basic Materials,Apparel and Footwear,Steel and Metallurgy,Footwear,Steel,Between-sector,False,0.2061721504642157,5759,initial macro-sector classification
BRAP4,GRND3,BRADESPAR,GRENDENE,Basic Materials,Consumer Cyclical,Mining,Apparel and Footwear,Holdings,Footwear,Between-sector,False,0.2058528880462771,5243,initial macro-sector classification
BRAP3,GRND3,BRADESPAR,GRENDENE,Basic Materials,Consumer Cyclical,Mining,Apparel and Footwear,Holdings,Footwear,Between-sector,False,0.2054790489811603,5167,initial macro-sector classification
BRKM3,CPLE6,BRASKEM,COPEL,Basic Materials,Utilities,Chemicals,Electric Utility,Petrochemicals,Generation and Distribution,Between-sector,False,0.2047075789064069,5014,initial macro-sector classification
BBDC4,ROMI3,BRADESCO,INDS ROMI,Financials,Industrials,Banks,Machinery and Equipment,Banks,Industrial Machinery,Between-sector,False,0.2047030916404858,5312,initial macro-sector classification
CMIG4,ETER3,CEMIG,ETERNIT,Utilities,Industrials,Electric Utility,Construction Materials,Generation and Distribution,Construction Materials,Between-sector,False,0.2045845696904459,6704,initial macro-sector classification
BRKM3,ELET6,BRASKEM,ELETROBRAS,Basic Materials,Utilities,Chemicals,Electric Utility,Petrochemicals,Generation and Transmission,Between-sector,False,0.2044110829560024,5014,initial macro-sector classification
FESA4,GRND3,FERBASA,GRENDENE,Basic Materials,Consumer Cyclical,Steel and Metallurgy,Apparel and Footwear,Metallurgy,Footwear,Between-sector,False,0.2043448472160352,5232,initial macro-sector classification
EMBR3,USIM3,EMBRAER,USIMINAS,Industrials,Basic Materials,Aerospace and Defense,Steel and Metallurgy,Aerospace,Steel,Between-sector,False,0.2043142654730168,5942,initial macro-sector classification
EMBR3,PSSA3,EMBRAER,PORTO SEGURO,Industrials,Financials,Aerospace and Defense,Insurance,Aerospace,Insurance,Between-sector,False,0.2042162896498559,5190,initial macro-sector classification
BRKM3,POMO4,BRASKEM,MARCOPOLO,Basic Materials,Industrials,Chemicals,Transportation Equipment,Petrochemicals,Commercial Vehicles,Between-sector,False,0.2039659747417687,5048,initial macro-sector classification
ALPA4,ITSA3,ALPARGATAS,ITAUSA,Consumer Cyclical,Financials,Apparel and Footwear,Financial Services,Footwear,Holdings,Between-sector,False,0.2035457571678654,5430,initial macro-sector classification
BRKM5,SAPR4,BRASKEM,SANEPAR,Basic Materials,Utilities,Chemicals,Water and Sanitation,Petrochemicals,Water and Sanitation,Between-sector,False,0.2032916325711552,5699,initial macro-sector classification
COCE5,CSNA3,COELCE,CSN,Utilities,Basic Materials,Electric Utility,Steel and Metallurgy,Distribution,Steel,Between-sector,False,0.2025546692538905,6722,initial macro-sector classification
ALPA4,KLBN4,ALPARGATAS,KLABIN,Consumer Cyclical,Basic Materials,Apparel and Footwear,Paper and Cellulose,Footwear,Paper and Cellulose,Between-sector,False,0.2021573758563222,5733,initial macro-sector classification
LREN3,ROMI3,LOJAS RENNER,INDS ROMI,Consumer Cyclical,Industrials,Retail,Machinery and Equipment,Apparel,Industrial Machinery,Between-sector,False,0.2020570387077103,4849,initial macro-sector classification
CCRO3,FESA4,CCR,FERBASA,Industrials,Basic Materials,Transportation,Steel and Metallurgy,Infrastructure,Metallurgy,Between-sector,False,0.2019408641712053,5634,initial macro-sector classification
CPLE6,EMBR3,COPEL,EMBRAER,Utilities,Industrials,Electric Utility,Aerospace and Defense,Generation and Distribution,Aerospace,Between-sector,False,0.2016919553224526,6692,initial macro-sector classification
CGAS5,GGBR3,COMGAS,GERDAU,Utilities,Basic Materials,Gas Utility,Steel and Metallurgy,Distribution,Steel,Between-sector,False,0.2013123260231621,5597,initial macro-sector classification
CMIG4,EMBR3,CEMIG,EMBRAER,Utilities,Industrials,Electric Utility,Aerospace and Defense,Generation and Distribution,Aerospace,Between-sector,False,0.2011911139819672,6692,initial macro-sector classification
BAZA3,PETR3,BANCO DA AMAZONIA,PETROBRAS,Financials,Oil Gas and Biofuels,Banks,Oil Gas and Biofuels,Banks,Exploration Refining and Distribution,Between-sector,False,0.2008029652269306,5897,initial macro-sector classification
BRKM3,RAPT4,BRASKEM,RANDON,Basic Materials,Industrials,Chemicals,Transportation Equipment,Petrochemicals,Auto Parts,Between-sector,False,0.2007647430129267,5047,initial macro-sector classification
BRAP4,GUAR3,BRADESPAR,GUARARAPES,Basic Materials,Consumer Cyclical,Mining,Retail,Holdings,Apparel,Between-sector,False,0.2005871414966205,5658,initial macro-sector classification
COCE5,GOAU4,COELCE,METALURGICA GERDAU,Utilities,Basic Materials,Electric Utility,Steel and Metallurgy,Distribution,Holdings,Between-sector,False,0.200201201326634,6724,initial macro-sector classification
ETER3,GOAU3,ETERNIT,METALURGICA GERDAU,Industrials,Basic Materials,Construction Materials,Steel and Metallurgy,Construction Materials,Holdings,Between-sector,False,0.2000009703921326,5779,initial macro-sector classification
