symbol1,symbol2,company_name1,company_name2,sector1,sector2,subsector1,subsector2,segment1,segment2,correlation_group,same_subsector,correlation,n_obs,classification_version
GOAU3,GRND3,METALURGICA GERDAU,GRENDENE,Basic Materials,Consumer Cyclical,Steel and Metallurgy,Apparel and Footwear,Holdings,Footwear,Between-sector,False,0.2567879772669582,5206,initial macro-sector classification
CPLE6,ITSA3,COPEL,ITAUSA,Utilities,Financials,Electric Utility,Financial Services,Generation and Distribution,Holdings,Between-sector,False,0.2566903322043175,5676,initial macro-sector classification
GUAR3,USIM5,GUARARAPES,USIMINAS,Consumer Cyclical,Basic Materials,Retail,Steel and Metallurgy,Apparel,Steel,Between-sector,False,0.2564302614866097,5811,initial macro-sector classification
RENT3,SAPR4,LOCALIZA,SANEPAR,Industrials,Utilities,Transportation,Water and Sanitation,Rent a Car,Water and Sanitation,Between-sector,False,0.2562164336746025,5048,initial macro-sector classification
GOAU3,ITSA3,METALURGICA GERDAU,ITAUSA,Basic Materials,Financials,Steel and Metallurgy,Financial Services,Holdings,Holdings,Between-sector,False,0.2561673607899279,5240,initial macro-sector classification
BRAP4,PSSA3,BRADESPAR,PORTO SEGURO,Basic Materials,Financials,Mining,Insurance,Holdings,Insurance,Between-sector,False,0.2557181428426969,5229,initial macro-sector classification
CMIG3,GUAR3,CEMIG,GUARARAPES,Utilities,Consumer Cyclical,Electric Utility,Retail,Generation and Distribution,Apparel,Between-sector,False,0.2556760661465806,5870,initial macro-sector classification
GUAR3,PETR4,GUARARAPES,PETROBRAS,Consumer Cyclical,Oil Gas and Biofuels,Retail,Oil Gas and Biofuels,Apparel,Exploration Refining and Distribution,Between-sector,False,0.2555072336487369,5870,initial macro-sector classification
GOAU4,SAPR4,METALURGICA GERDAU,SANEPAR,Basic Materials,Utilities,Steel and Metallurgy,Water and Sanitation,Holdings,Water and Sanitation,Between-sector,False,0.255358946389635,5778,initial macro-sector classification
PETR4,TRPL4,PETROBRAS,ISA CTEEP,Oil Gas and Biofuels,Utilities,Oil Gas and Biofuels,Electric Utility,Exploration Refining and Distribution,Transmission,Between-sector,False,0.2551845444513381,6273,initial macro-sector classification
ELET3,GUAR3,ELETROBRAS,GUARARAPES,Utilities,Consumer Cyclical,Electric Utility,Retail,Generation and Transmission,Apparel,Between-sector,False,0.2545009442737657,5837,initial macro-sector classification
FESA4,ITSA4,FERBASA,ITAUSA,Basic Materials,Financials,Steel and Metallurgy,Financial Services,Metallurgy,Holdings,Between-sector,False,0.2544300124428401,6430,initial macro-sector classification
ALPA4,GGBR4,ALPARGATAS,GERDAU,Consumer Cyclical,Basic Materials,Apparel and Footwear,Steel and Metallurgy,Footwear,Steel,Between-sector,False,0.2544102096064446,5830,initial macro-sector classification
CSNA3,TRPL4,CSN,ISA CTEEP,Basic Materials,Utilities,Steel and Metallurgy,Electric Utility,Steel,Transmission,Between-sector,False,0.254025277706183,6273,initial macro-sector classification
CPLE3,GRND3,COPEL,GRENDENE,Utilities,Consumer Cyclical,Electric Utility,Apparel and Footwear,Generation and Distribution,Footwear,Between-sector,False,0.2537328508200436,5151,initial macro-sector classification
CPLE3,KLBN4,COPEL,KLABIN,Utilities,Basic Materials,Electric Utility,Paper and Cellulose,Generation and Distribution,Paper and Cellulose,Between-sector,False,0.2528730412344065,5856,initial macro-sector classification
BRAP4,ITSA3,BRADESPAR,ITAUSA,Basic Materials,Financials,Mining,Financial Services,Holdings,Holdings,Between-sector,False,0.2527814280828884,5439,initial macro-sector classification
CMIG4,USIM3,CEMIG,USIMINAS,Utilities,Basic Materials,Electric Utility,Steel and Metallurgy,Generation and Distribution,Steel,Between-sector,False,0.2526851252136765,6005,initial macro-sector classification
CYRE3,FESA4,CYRELA,FERBASA,Real Estate,Basic Materials,Real Estate,Steel and Metallurgy,Construction,Metallurgy,Between-sector,False,0.2522840910241709,5053,initial macro-sector classification
RAPT4,SAPR4,RANDON,SANEPAR,Industrials,Utilities,Transportation Equipment,Water and Sanitation,Auto Parts,Water and Sanitation,Between-sector,False,0.2521705813240429,5756,initial macro-sector classification
GUAR3,SAPR4,GUARARAPES,SANEPAR,Consumer Cyclical,Utilities,Retail,Water and Sanitation,Apparel,Water and Sanitation,Between-sector,False,0.2518521862296422,5463,initial macro-sector classification
RAPT4,USIM3,RANDON,USIMINAS,Industrials,Basic Materials,Transportation Equipment,Steel and Metallurgy,Auto Parts,Steel,Between-sector,False,0.2512122676242349,5967,initial macro-sector classification
RENT3,UNIP6,LOCALIZA,UNIPAR,Industrials,Basic Materials,Transportation,Chemicals,Rent a Car,Chemicals,Between-sector,False,0.2512006679404294,5106,initial macro-sector classification
BBDC3,CGAS5,BRADESCO,COMGAS,Financials,Utilities,Banks,Gas Utility,Banks,Distribution,Between-sector,False,0.2507981648698119,6015,initial macro-sector classification
BRAP4,CGAS5,BRADESPAR,COMGAS,Basic Materials,Utilities,Mining,Gas Utility,Holdings,Distribution,Between-sector,False,0.2507640840679247,6015,initial macro-sector classification
GOAU4,GUAR3,METALURGICA GERDAU,GUARARAPES,Basic Materials,Consumer Cyclical,Steel and Metallurgy,Retail,Holdings,Apparel,Between-sector,False,0.2495657466441058,5871,initial macro-sector classification
CGAS5,GGBR4,COMGAS,GERDAU,Utilities,Basic Materials,Gas Utility,Steel and Metallurgy,Distribution,Steel,Between-sector,False,0.2495585887036701,6015,initial macro-sector classification
ITSA3,USIM5,ITAUSA,USIMINAS,Financials,Basic Materials,Financial Services,Steel and Metallurgy,Holdings,Steel,Between-sector,False,0.2492718601866918,5602,initial macro-sector classification
COCE5,ITSA4,COELCE,ITAUSA,Utilities,Financials,Electric Utility,Financial Services,Distribution,Holdings,Between-sector,False,0.2489215283577782,6724,initial macro-sector classification
CCRO3,USIM3,CCR,USIMINAS,Industrials,Basic Materials,Transportation,Steel and Metallurgy,Infrastructure,Steel,Between-sector,False,0.2488846432874479,5449,initial macro-sector classification
GRND3,PSSA3,GRENDENE,PORTO SEGURO,Consumer Cyclical,Financials,Apparel and Footwear,Insurance,Footwear,Insurance,Between-sector,False,0.2487772413515043,5229,initial macro-sector classification
ALPA4,PETR3,ALPARGATAS,PETROBRAS,Consumer Cyclical,Oil Gas and Biofuels,Apparel and Footwear,Oil Gas and Biofuels,Footwear,Exploration Refining and Distribution,Between-sector,False,0.2486807856278055,6282,initial macro-sector classification
ALPA4,RAPT4,ALPARGATAS,RANDON,Consumer Cyclical,Industrials,Apparel and Footwear,Transportation Equipment,Footwear,Auto Parts,Between-sector,False,0.2481294789741555,6217,initial macro-sector classification
ELET6,USIM3,ELETROBRAS,USIMINAS,Utilities,Basic Materials,Electric Utility,Steel and Metallurgy,Generation and Transmission,Steel,Between-sector,False,0.2479744292844344,5971,initial macro-sector classification
EMBR3,USIM5,EMBRAER,USIMINAS,Industrials,Basic Materials,Aerospace and Defense,Steel and Metallurgy,Aerospace,Steel,Between-sector,False,0.2478025999379207,6613,initial macro-sector classification
CPLE6,USIM3,COPEL,USIMINAS,Utilities,Basic Materials,Electric Utility,Steel and Metallurgy,Generation and Distribution,Steel,Between-sector,False,0.2477439932824754,5971,initial macro-sector classification
POMO4,USIM3,MARCOPOLO,USIMINAS,Industrials,Basic Materials,Transportation Equipment,Steel and Metallurgy,Commercial Vehicles,Steel,Between-sector,False,0.2475168017838475,5948,initial macro-sector classification
CPLE3,ITSA3,COPEL,ITAUSA,Utilities,Financials,Electric Utility,Financial Services,Generation and Distribution,Holdings,Between-sector,False,0.247318381673309,5617,initial macro-sector classification
GRND3,PETR4,GRENDENE,PETROBRAS,Consumer Cyclical,Oil Gas and Biofuels,Apparel and Footwear,Oil Gas and Biofuels,Footwear,Exploration Refining and Distribution,Between-sector,False,0.2471907423353504,5243,initial macro-sector classification
GOAU3,GUAR3,METALURGICA GERDAU,GUARARAPES,Basic Materials,Consumer Cyclical,Steel and Metallurgy,Retail,Holdings,Apparel,Between-sector,False,0.2469616519593795,5452,initial macro-sector classification
ALPA4,BBAS3,ALPARGATAS,BANCO DO BRASIL,Consumer Cyclical,Financials,Apparel and Footwear,Banks,Footwear,Banks,Between-sector,False,0.2468024956422576,6282,initial macro-sector classification
BRKM5,CGAS5,BRASKEM,COMGAS,Basic Materials,Utilities,Chemicals,Gas Utility,Petrochemicals,Distribution,Between-sector,False,0.2466301491236347,5707,initial macro-sector classification
CGAS5,PETR4,COMGAS,PETROBRAS,Utilities,Oil Gas and Biofuels,Gas Utility,Oil Gas and Biofuels,Distribution,Exploration Refining and Distribution,Between-sector,False,0.2465880914398563,6015,initial macro-sector classification
BRAP3,LREN3,BRADESPAR,LOJAS RENNER,Basic Materials,Consumer Cyclical,Mining,Retail,Holdings,Apparel,Between-sector,False,0.2464954129121123,5022,initial macro-sector classification
COCE5,PETR4,COELCE,PETROBRAS,Utilities,Oil Gas and Biofuels,Electric Utility,Oil Gas and Biofuels,Distribution,Exploration Refining and Distribution,Between-sector,False,0.2463568284621979,6725,initial macro-sector classification
CSNA3,GUAR3,CSN,GUARARAPES,Basic Materials,Consumer Cyclical,Steel and Metallurgy,Retail,Steel,Apparel,Between-sector,False,0.245800831161402,5869,initial macro-sector classification
POMO4,VALE3,MARCOPOLO,VALE,Industrials,Basic Materials,Transportation Equipment,Mining,Commercial Vehicles,Minerals,Between-sector,False,0.2455285977903903,6679,initial macro-sector classification
ELET6,GUAR3,ELETROBRAS,GUARARAPES,Utilities,Consumer Cyclical,Electric Utility,Retail,Generation and Transmission,Apparel,Between-sector,False,0.2455209509446613,5837,initial macro-sector classification
CMIG3,ITSA3,CEMIG,ITAUSA,Utilities,Financials,Electric Utility,Financial Services,Generation and Distribution,Holdings,Between-sector,False,0.2451373609173441,5708,initial macro-sector classification
GUAR3,PETR3,GUARARAPES,PETROBRAS,Consumer Cyclical,Oil Gas and Biofuels,Retail,Oil Gas and Biofuels,Apparel,Exploration Refining and Distribution,Between-sector,False,0.2447044448426676,5870,initial macro-sector classification
ALPA4,ELET3,ALPARGATAS,ELETROBRAS,Consumer Cyclical,Utilities,Apparel and Footwear,Electric Utility,Footwear,Generation and Transmission,Between-sector,False,0.2445442401656263,6248,initial macro-sector classification
GRND3,USIM5,GRENDENE,USIMINAS,Consumer Cyclical,Basic Materials,Apparel and Footwear,Steel and Metallurgy,Footwear,Steel,Between-sector,False,0.2443441478277839,5243,initial macro-sector classification
CPFE3,EMBR3,CPFL ENERGIA,EMBRAER,Utilities,Industrials,Electric Utility,Aerospace and Defense,Generation and Distribution,Aerospace,Between-sector,False,0.243327424302754,5225,initial macro-sector classification
BRKM5,GUAR3,BRASKEM,GUARARAPES,Basic Materials,Consumer Cyclical,Chemicals,Retail,Petrochemicals,Apparel,Between-sector,False,0.2426405473150599,5506,initial macro-sector classification
CSNA3,ITSA3,CSN,ITAUSA,Basic Materials,Financials,Steel and Metallurgy,Financial Services,Steel,Holdings,Between-sector,False,0.2425853330883662,5708,initial macro-sector classification
PETR3,SAPR4,PETROBRAS,SANEPAR,Oil Gas and Biofuels,Utilities,Oil Gas and Biofuels,Water and Sanitation,Exploration Refining and Distribution,Water and Sanitation,Between-sector,False,0.2423097856171519,5778,initial macro-sector classification
ALPA4,POMO4,ALPARGATAS,MARCOPOLO,Consumer Cyclical,Industrials,Apparel and Footwear,Transportation Equipment,Footwear,Commercial Vehicles,Between-sector,False,0.2423096308107576,6173,initial macro-sector classification
CCRO3,SAPR4,CCR,SANEPAR,Industrials,Utilities,Transportation,Water and Sanitation,Infrastructure,Water and Sanitation,Between-sector,False,0.2422185524761271,5542,initial macro-sector classification
ALPA4,GOAU4,ALPARGATAS,METALURGICA GERDAU,Consumer Cyclical,Basic Materials,Apparel and Footwear,Steel and Metallurgy,Footwear,Holdings,Between-sector,False,0.2422001261730095,6281,initial macro-sector classification
BBAS3,FESA4,BANCO DO BRASIL,FERBASA,Financials,Basic Materials,Banks,Steel and Metallurgy,Banks,Metallurgy,Between-sector,False,0.2421015707778279,6428,initial macro-sector classification
CCRO3,UNIP6,CCR,UNIPAR,Industrials,Basic Materials,Transportation,Chemicals,Infrastructure,Chemicals,Between-sector,False,0.2416120603213212,5665,initial macro-sector classification
CPLE3,USIM3,COPEL,USIMINAS,Utilities,Basic Materials,Electric Utility,Steel and Metallurgy,Generation and Distribution,Steel,Between-sector,False,0.2413542498693595,5913,initial macro-sector classification
ETER3,GGBR4,ETERNIT,GERDAU,Industrials,Basic Materials,Construction Materials,Steel and Metallurgy,Construction Materials,Steel,Between-sector,False,0.2407554738076487,6137,initial macro-sector classification
FESA4,PETR4,FERBASA,PETROBRAS,Basic Materials,Oil Gas and Biofuels,Steel and Metallurgy,Oil Gas and Biofuels,Metallurgy,Exploration Refining and Distribution,Between-sector,False,0.2403600690851363,6431,initial macro-sector classification
TRPL4,UNIP6,ISA CTEEP,UNIPAR,Utilities,Basic Materials,Electric Utility,Chemicals,Transmission,Chemicals,Between-sector,False,0.2402343778927907,6271,initial macro-sector classification
CMIG3,GRND3,CEMIG,GRENDENE,Utilities,Consumer Cyclical,Electric Utility,Apparel and Footwear,Generation and Distribution,Footwear,Between-sector,False,0.2402095426206542,5243,initial macro-sector classification
BRAP3,TRPL4,BRADESPAR,ISA CTEEP,Basic Materials,Utilities,Mining,Electric Utility,Holdings,Transmission,Between-sector,False,0.2400071145989895,5932,initial macro-sector classification
GOAU3,SAPR4,METALURGICA GERDAU,SANEPAR,Basic Materials,Utilities,Steel and Metallurgy,Water and Sanitation,Holdings,Water and Sanitation,Between-sector,False,0.2394237052250321,5300,initial macro-sector classification
GGBR3,ROMI3,GERDAU,INDS ROMI,Basic Materials,Industrials,Steel and Metallurgy,Machinery and Equipment,Steel,Industrial Machinery,Between-sector,False,0.2392456485791656,5114,initial macro-sector classification
BRAP3,ITSA3,BRADESPAR,ITAUSA,Basic Materials,Financials,Mining,Financial Services,Holdings,Holdings,Between-sector,False,0.2391891421459946,5372,initial macro-sector classification
ALPA4,CPLE3,ALPARGATAS,COPEL,Consumer Cyclical,Utilities,Apparel and Footwear,Electric Utility,Footwear,Generation and Distribution,Between-sector,False,0.2391515185936432,6191,initial macro-sector classification
BBDC4,FESA4,BRADESCO,FERBASA,Financials,Basic Materials,Banks,Steel and Metallurgy,Banks,Metallurgy,Between-sector,False,0.2390466101147718,6431,initial macro-sector classification
FESA4,RAPT4,FERBASA,RANDON,Basic Materials,Industrials,Steel and Metallurgy,Transportation Equipment,Metallurgy,Auto Parts,Between-sector,False,0.2389824899186397,6350,initial macro-sector classification
FESA4,PETR3,FERBASA,PETROBRAS,Basic Materials,Oil Gas and Biofuels,Steel and Metallurgy,Oil Gas and Biofuels,Metallurgy,Exploration Refining and Distribution,Between-sector,False,0.2388351798943376,6431,initial macro-sector classification
ELET3,ITSA3,ELETROBRAS,ITAUSA,Utilities,Financials,Electric Utility,Financial Services,Generation and Transmission,Holdings,Between-sector,False,0.2386482133825559,5676,initial macro-sector classification
BRAP3,POMO4,BRADESPAR,MARCOPOLO,Basic Materials,Industrials,Mining,Transportation Equipment,Holdings,Commercial Vehicles,Between-sector,False,0.2386007196520891,6156,initial macro-sector classification
GGBR4,ROMI3,GERDAU,INDS ROMI,Basic Materials,Industrials,Steel and Metallurgy,Machinery and Equipment,Steel,Industrial Machinery,Between-sector,False,0.2385975295524578,5250,initial macro-sector classification
ALPA4,USIM5,ALPARGATAS,USIMINAS,Consumer Cyclical,Basic Materials,Apparel and Footwear,Steel and Metallurgy,Footwear,Steel,Between-sector,False,0.2374649080597886,6150,initial macro-sector classification
ALPA4,BRKM5,ALPARGATAS,BRASKEM,Consumer Cyclical,Basic Materials,Apparel and Footwear,Chemicals,Footwear,Petrochemicals,Between-sector,False,0.2373654178229487,5619,initial macro-sector classification
ETER3,USIM5,ETERNIT,USIMINAS,Industrials,Basic Materials,Construction Materials,Steel and Metallurgy,Construction Materials,Steel,Between-sector,False,0.2372765192837965,6573,initial macro-sector classification
ALPA4,ELET6,ALPARGATAS,ELETROBRAS,Consumer Cyclical,Utilities,Apparel and Footwear,Electric Utility,Footwear,Generation and Transmission,Between-sector,False,0.2372305863065528,6248,initial macro-sector classification
ALPA4,GOAU3,ALPARGATAS,METALURGICA GERDAU,Consumer Cyclical,Basic Materials,Apparel and Footwear,Steel and Metallurgy,Footwear,Holdings,Between-sector,False,0.2371393367902487,5607,initial macro-sector classification
BBDC4,COCE5,BRADESCO,COELCE,Financials,Utilities,Banks,Electric Utility,Banks,Distribution,Between-sector,False,0.2364603025205026,6725,initial macro-sector classification
CGAS5,GOAU4,COMGAS,METALURGICA GERDAU,Utilities,Basic Materials,Gas Utility,Steel and Metallurgy,Distribution,Holdings,Between-sector,False,0.2359185164528142,6015,initial macro-sector classification
BRAP3,PSSA3,BRADESPAR,PORTO SEGURO,Basic Materials,Financials,Mining,Insurance,Holdings,Insurance,Between-sector,False,0.235641698774413,5154,initial macro-sector classification
ETER3,ITSA4,ETERNIT,ITAUSA,Industrials,Financials,Construction Materials,Financial Services,Construction Materials,Holdings,Between-sector,False,0.2355043960098766,6704,initial macro-sector classification
GRND3,PETR3,GRENDENE,PETROBRAS,Consumer Cyclical,Oil Gas and Biofuels,Apparel and Footwear,Oil Gas and Biofuels,Footwear,Exploration Refining and Distribution,Between-sector,False,0.2354551852906685,5243,initial macro-sector classification
CSNA3,GRND3,CSN,GRENDENE,Basic Materials,Consumer Cyclical,Steel and Metallurgy,Apparel and Footwear,Steel,Footwear,Between-sector,False,0.2352748517526053,5243,initial macro-sector classification
GGBR4,SAPR4,GERDAU,SANEPAR,Basic Materials,Utilities,Steel and Metallurgy,Water and Sanitation,Steel,Water and Sanitation,Between-sector,False,0.2352006896567507,5778,initial macro-sector classification
BBDC3,FESA4,BRADESCO,FERBASA,Financials,Basic Materials,Banks,Steel and Metallurgy,Banks,Metallurgy,Between-sector,False,0.2351988921005158,6431,initial macro-sector classification
ITSA3,POMO4,ITAUSA,MARCOPOLO,Financials,Industrials,Financial Services,Transportation Equipment,Holdings,Commercial Vehicles,Between-sector,False,0.2349895184376536,5627,initial macro-sector classification
KLBN4,RAPT4,KLABIN,RANDON,Basic Materials,Industrials,Paper and Cellulose,Transportation Equipment,Paper and Cellulose,Auto Parts,Between-sector,False,0.2349725735049136,5903,initial macro-sector classification
GOAU3,TRPL4,METALURGICA GERDAU,ISA CTEEP,Basic Materials,Utilities,Steel and Metallurgy,Electric Utility,Holdings,Transmission,Between-sector,False,0.2347958681723534,5439,initial macro-sector classification
CPFE3,UNIP6,CPFL ENERGIA,UNIPAR,Utilities,Basic Materials,Electric Utility,Chemicals,Generation and Distribution,Chemicals,Between-sector,False,0.2345122078250521,5264,initial macro-sector classification
PETR3,TRPL4,PETROBRAS,ISA CTEEP,Oil Gas and Biofuels,Utilities,Oil Gas and Biofuels,Electric Utility,Exploration Refining and Distribution,Transmission,Between-sector,False,0.2343570029857823,6273,initial macro-sector classification
ALPA4,PSSA3,ALPARGATAS,PORTO SEGURO,Consumer Cyclical,Financials,Apparel and Footwear,Insurance,Footwear,Insurance,Between-sector,False,0.234335400001421,5182,initial macro-sector classification
PSSA3,TRPL4,PORTO SEGURO,ISA CTEEP,Financials,Utilities,Insurance,Electric Utility,Insurance,Transmission,Between-sector,False,0.2342981679724209,4951,initial macro-sector classification
ITSA3,VALE3,ITAUSA,VALE,Financials,Basic Materials,Financial Services,Mining,Holdings,Minerals,Between-sector,False,0.2342148400511741,5695,initial macro-sector classification
ALPA4,CMIG4,ALPARGATAS,CEMIG,Consumer Cyclical,Utilities,Apparel and Footwear,Electric Utility,Footwear,Generation and Distribution,Between-sector,False,0.2341866838581344,6281,initial macro-sector classification
BRAP3,EMBR3,BRADESPAR,EMBRAER,Basic Materials,Industrials,Mining,Aerospace and Defense,Holdings,Aerospace,Between-sector,False,0.2339398191315877,6171,initial macro-sector classification
COCE5,PETR3,COELCE,PETROBRAS,Utilities,Oil Gas and Biofuels,Electric Utility,Oil Gas and Biofuels,Distribution,Exploration Refining and Distribution,Between-sector,False,0.2337169559858871,6725,initial macro-sector classification
CGAS5,PETR3,COMGAS,PETROBRAS,Utilities,Oil Gas and Biofuels,Gas Utility,Oil Gas and Biofuels,Distribution,Exploration Refining and Distribution,Between-sector,False,0.2335162632906364,6015,initial macro-sector classification
BRKM3,CYRE3,BRASKEM,CYRELA,Basic Materials,Real Estate,Chemicals,Real Estate,Petrochemicals,Construction,Between-sector,False,0.2330537739044891,4776,initial macro-sector classification
POMO4,SAPR4,MARCOPOLO,SANEPAR,Industrials,Utilities,Transportation Equipment,Water and Sanitation,Commercial Vehicles,Water and Sanitation,Between-sector,False,0.2330034376891376,5773,initial macro-sector classification
GOAU4,ROMI3,METALURGICA GERDAU,INDS ROMI,Basic Materials,Industrials,Steel and Metallurgy,Machinery and Equipment,Holdings,Industrial Machinery,Between-sector,False,0.2329703950177156,5312,initial macro-sector classification
PSSA3,VALE3,PORTO SEGURO,VALE,Financials,Basic Materials,Insurance,Mining,Insurance,Minerals,Between-sector,False,0.2321922222174539,5229,initial macro-sector classification
GOAU3,ROMI3,METALURGICA GERDAU,INDS ROMI,Basic Materials,Industrials,Steel and Metallurgy,Machinery and Equipment,Holdings,Industrial Machinery,Between-sector,False,0.2318905141171064,5028,initial macro-sector classification
CYRE3,SHUL4,CYRELA,SCHULZ,Real Estate,Industrials,Real Estate,Machinery and Equipment,Construction,Industrial Machinery,Between-sector,False,0.2318078172839703,4550,initial macro-sector classification
CGAS5,CSNA3,COMGAS,CSN,Utilities,Basic Materials,Gas Utility,Steel and Metallurgy,Distribution,Steel,Between-sector,False,0.2314966682674585,6015,initial macro-sector classification
POMO4,UNIP6,MARCOPOLO,UNIPAR,Industrials,Basic Materials,Transportation Equipment,Chemicals,Commercial Vehicles,Chemicals,Between-sector,False,0.2312711290101602,6692,initial macro-sector classification
BRAP3,CCRO3,BRADESPAR,CCR,Basic Materials,Industrials,Mining,Transportation,Holdings,Infrastructure,Between-sector,False,0.2308174718913873,5584,initial macro-sector classification
ETER3,GOAU4,ETERNIT,METALURGICA GERDAU,Industrials,Basic Materials,Construction Materials,Steel and Metallurgy,Construction Materials,Holdings,Between-sector,False,0.2308162575594722,6703,initial macro-sector classification
CMIG3,USIM3,CEMIG,USIMINAS,Utilities,Basic Materials,Electric Utility,Steel and Metallurgy,Generation and Distribution,Steel,Between-sector,False,0.2307513037222495,6005,initial macro-sector classification
BRKM3,LREN3,BRASKEM,LOJAS RENNER,Basic Materials,Consumer Cyclical,Chemicals,Retail,Petrochemicals,Apparel,Between-sector,False,0.2306109586388634,4789,initial macro-sector classification
GUAR3,ROMI3,GUARARAPES,INDS ROMI,Consumer Cyclical,Industrials,Retail,Machinery and Equipment,Apparel,Industrial Machinery,Between-sector,False,0.2304821506876258,5094,initial macro-sector classification
CGAS5,KLBN4,COMGAS,KLABIN,Utilities,Basic Materials,Gas Utility,Paper and Cellulose,Distribution,Paper and Cellulose,Between-sector,False,0.2303993781250221,5873,initial macro-sector classification
BBAS3,COCE5,BANCO DO BRASIL,COELCE,Financials,Utilities,Banks,Electric Utility,Banks,Distribution,Between-sector,False,0.2300216601721432,6720,initial macro-sector classification
ETER3,PETR4,ETERNIT,PETROBRAS,Industrials,Oil Gas and Biofuels,Construction Materials,Oil Gas and Biofuels,Construction Materials,Exploration Refining and Distribution,Between-sector,False,0.2293729704061896,6704,initial macro-sector classification
LREN3,SAPR4,LOJAS RENNER,SANEPAR,Consumer Cyclical,Utilities,Retail,Water and Sanitation,Apparel,Water and Sanitation,Between-sector,False,0.2291981827491664,5026,initial macro-sector classification
BBDC3,BRKM3,BRADESCO,BRASKEM,Financials,Basic Materials,Banks,Chemicals,Banks,Petrochemicals,Between-sector,False,0.2291394668139953,5048,initial macro-sector classification
RAPT4,TRPL4,RANDON,ISA CTEEP,Industrials,Utilities,Transportation Equipment,Electric Utility,Auto Parts,Transmission,Between-sector,False,0.2291343675412128,6172,initial macro-sector classification
ALPA4,CPLE6,ALPARGATAS,COPEL,Consumer Cyclical,Utilities,Apparel and Footwear,Electric Utility,Footwear,Generation and Distribution,Between-sector,False,0.2288530600040276,6248,initial macro-sector classification
KLBN4,PSSA3,KLABIN,PORTO SEGURO,Basic Materials,Financials,Paper and Cellulose,Insurance,Paper and Cellulose,Insurance,Between-sector,False,0.2285399055872256,5229,initial macro-sector classification
BBDC4,EMBR3,BRADESCO,EMBRAER,Financials,Industrials,Banks,Aerospace and Defense,Banks,Aerospace,Between-sector,False,0.2280562690477592,6692,initial macro-sector classification
BBDC4,BRKM3,BRADESCO,BRASKEM,Financials,Basic Materials,Banks,Chemicals,Banks,Petrochemicals,Between-sector,False,0.2277187093149862,5048,initial macro-sector classification
EMBR3,ITSA4,EMBRAER,ITAUSA,Industrials,Financials,Aerospace and Defense,Financial Services,Aerospace,Holdings,Between-sector,False,0.2275263024659833,6691,initial macro-sector classification
ELET6,ITSA3,ELETROBRAS,ITAUSA,Utilities,Financials,Electric Utility,Financial Services,Generation and Transmission,Holdings,Between-sector,False,0.2274962103239464,5676,initial macro-sector classification
GGBR3,SAPR4,GERDAU,SANEPAR,Basic Materials,Utilities,Steel and Metallurgy,Water and Sanitation,Steel,Water and Sanitation,Between-sector,False,0.2273727193350041,5542,initial macro-sector classification
KLBN4,POMO4,KLABIN,MARCOPOLO,Basic Materials,Industrials,Paper and Cellulose,Transportation Equipment,Paper and Cellulose,Commercial Vehicles,Between-sector,False,0.2271008638115432,5935,initial macro-sector classification
ALPA4,ROMI3,ALPARGATAS,INDS ROMI,Consumer Cyclical,Industrials,Apparel and Footwear,Machinery and Equipment,Footwear,Industrial Machinery,Between-sector,False,0.2269334117857913,5170,initial macro-sector classification
EMBR3,GOAU3,EMBRAER,METALURGICA GERDAU,Industrials,Basic Materials,Aerospace and Defense,Steel and Metallurgy,Aerospace,Holdings,Between-sector,False,0.2267790815353776,5745,initial macro-sector classification
BRKM5,GRND3,BRASKEM,GRENDENE,Basic Materials,Consumer Cyclical,Chemicals,Apparel and Footwear,Petrochemicals,Footwear,Between-sector,False,0.2265035161006632,5243,initial macro-sector classification
GUAR3,ITSA3,GUARARAPES,ITAUSA,Consumer Cyclical,Financials,Retail,Financial Services,Apparel,Holdings,Between-sector,False,0.2264985384699054,5243,initial macro-sector classification
CCRO3,KLBN4,CCR,KLABIN,Industrials,Basic Materials,Transportation,Paper and Cellulose,Infrastructure,Paper and Cellulose,Between-sector,False,0.2264437762083743,5665,initial macro-sector classification
CGAS5,CYRE3,COMGAS,CYRELA,Utilities,Real Estate,Gas Utility,Real Estate,Distribution,Construction,Between-sector,False,0.2259257636353289,4988,initial macro-sector classification
ALPA4,CSNA3,ALPARGATAS,CSN,Consumer Cyclical,Basic Materials,Apparel and Footwear,Steel and Metallurgy,Footwear,Steel,Between-sector,False,0.2254546015007007,6280,initial macro-sector classification
SAPR4,USIM5,SANEPAR,USIMINAS,Utilities,Basic Materials,Water and Sanitation,Steel and Metallurgy,Water and Sanitation,Steel,Between-sector,False,0.2253010326993335,5778,initial macro-sector classification
ALPA4,GGBR3,ALPARGATAS,GERDAU,Consumer Cyclical,Basic Materials,Apparel and Footwear,Steel and Metallurgy,Footwear,Steel,Between-sector,False,0.2252485704978588,5548,initial macro-sector classification
EMBR3,LREN3,EMBRAER,LOJAS RENNER,Industrials,Consumer Cyclical,Aerospace and Defense,Retail,Aerospace,Apparel,Between-sector,False,0.2248629542967826,5053,initial macro-sector classification
BBDC4,ETER3,BRADESCO,ETERNIT,Financials,Industrials,Banks,Construction Materials,Banks,Construction Materials,Between-sector,False,0.2237057392800301,6704,initial macro-sector classification
BRKM3,ITSA4,BRASKEM,ITAUSA,Basic Materials,Financials,Chemicals,Financial Services,Petrochemicals,Holdings,Between-sector,False,0.223588328549785,5048,initial macro-sector classification
